Genre,Year_of_Release,Platform,n,sales
Action,1980,2600,1,0.34
Action,1981,2600,25,14.84
Action,1982,2600,18,6.5200000000000005
Action,1983,2600,7,2.86
Action,1984,NES,1,1.85
Action,1985,DS,1,0.02
Action,1985,NES,1,3.5
Action,1986,NES,6,13.74
Action,1987,2600,2,1.12
Action,1988,2600,1,0.24
Action,1988,NES,1,1.51
Action,1989,2600,1,0.47
Action,1989,NES,1,4.17
Action,1990,GEN,1,2.6
Action,1990,NES,1,2.23
Action,1990,SNES,1,1.56
Action,1991,GB,1,0.06
Action,1991,NES,1,1.39
Action,1991,SNES,3,5.3100000000000005
Action,1992,GB,1,3.83
Action,1993,GEN,2,0.14
Action,1993,NES,1,0.36
Action,1993,SNES,3,1.31
Action,1994,SNES,4,1.5499999999999998
Action,1995,PS,6,2.81
Action,1995,SAT,1,0.41
Action,1995,SNES,1,0.35
Action,1996,N64,2,2.91
Action,1996,PC,1,1.03
Action,1996,PS,17,16.64
Action,1997,N64,5,2.54
Action,1997,PC,1,2.29
Action,1997,PS,23,22.51
Action,1997,SAT,2,0.24000000000000002
Action,1998,DC,1,0.08
Action,1998,N64,7,9.03
Action,1998,PC,2,1.03
Action,1998,PS,34,29.3
Action,1999,GB,1,0.31
Action,1999,N64,12,5.0600000000000005
Action,1999,PC,2,0.060000000000000005
Action,1999,PS,25,22.34
Action,2e3,DC,1,1.14
Action,2e3,GB,1,0.07
Action,2e3,N64,10,9.74
Action,2e3,PS,26,19.7
Action,2e3,PS2,6,3.39
Action,2001,DC,1,0.04
Action,2001,GB,2,3.65
Action,2001,GBA,17,5.72
Action,2001,GC,1,3.6
Action,2001,N64,1,0.16
Action,2001,PC,1,0.06
Action,2001,PS,18,9.82
Action,2001,PS2,22,35.06
Action,2001,XB,4,1.28
Action,2002,GBA,38,14.86
Action,2002,GC,16,11.03
Action,2002,PC,4,0.09
Action,2002,PS,5,2.62
Action,2002,PS2,34,46.66
Action,2002,XB,28,11.5
Action,2003,GBA,34,10.62
Action,2003,GC,29,5.83
Action,2003,PC,2,0.05
Action,2003,PS2,46,40.32
Action,2003,XB,33,11.11
Action,2004,DS,1,0.49
Action,2004,GBA,33,13.12
Action,2004,GC,17,5.38
Action,2004,PC,1,0.04
Action,2004,PS2,44,49.4
Action,2004,PSP,1,0.51
Action,2004,XB,28,7.3100000000000005
Action,2005,DS,18,3.14
Action,2005,GBA,28,7.43
Action,2005,GC,22,6.96
Action,2005,PC,4,1.04
Action,2005,PS2,61,42.74
Action,2005,PSP,9,9.91
Action,2005,X360,5,1.25
Action,2005,XB,45,13.06
Action,2006,DS,40,9.39
Action,2006,GBA,10,0.55
Action,2006,GC,11,4.2700000000000005
Action,2006,PC,6,0.16
Action,2006,PS2,47,20.27
Action,2006,PS3,3,0.92
Action,2006,PSP,26,10.68
Action,2006,Wii,9,8.17
Action,2006,X360,19,8.700000000000001
Action,2006,XB,13,3.02
Action,2007,DS,54,26.62
Action,2007,GBA,2,1.96
Action,2007,GC,2,0.18000000000000002
Action,2007,PC,5,0.13999999999999999
Action,2007,PS2,31,17.01
Action,2007,PS3,21,16.88
Action,2007,PSP,28,9.42
Action,2007,Wii,38,21.669999999999998
Action,2007,X360,28,10.91
Action,2007,XB,1,0.18
Action,2008,DS,58,16.71
Action,2008,PC,15,2.34
Action,2008,PS2,30,11.51
Action,2008,PS3,30,37.69
Action,2008,PSP,14,7.8
Action,2008,Wii,39,15.55
Action,2008,X360,35,43.41
Action,2009,DS,63,32.25
Action,2009,PC,18,0.88
Action,2009,PS2,18,4.66
Action,2009,PS3,43,43.730000000000004
Action,2009,PSP,34,8.46
Action,2009,Wii,54,18.51
Action,2009,X360,42,29.17
Action,2010,DS,53,14.209999999999999
Action,2010,PC,16,2.14
Action,2010,PS2,5,1.3499999999999999
Action,2010,PS3,47,39.13
Action,2010,PSP,26,8.95
Action,2010,Wii,39,16.35
Action,2010,X360,40,33.36
Action,2011,3DS,31,12.35
Action,2011,DS,30,6.73
Action,2011,PC,22,6.38
Action,2011,PS2,1,0.06
Action,2011,PS3,59,43.87
Action,2011,PSP,16,2.61
Action,2011,PSV,4,0.69
Action,2011,Wii,29,15.7
Action,2011,X360,46,28.37
Action,2012,3DS,40,11.450000000000001
Action,2012,DS,13,1.3499999999999999
Action,2012,PC,16,5.86
Action,2012,PS3,56,44.71
Action,2012,PSP,51,2.91
Action,2012,PSV,20,6.66
Action,2012,Wii,13,7.9399999999999995
Action,2012,WiiU,16,4.28
Action,2012,X360,40,33.94
Action,2013,3DS,29,12.01
Action,2013,DS,2,0.5
Action,2013,PC,11,1.94
Action,2013,PS3,37,52.82
Action,2013,PS4,2,4.470000000000001
Action,2013,PSP,6,0.66
Action,2013,PSV,14,2.26
Action,2013,Wii,2,1.6300000000000001
Action,2013,WiiU,13,4.77
Action,2013,X360,27,35.269999999999996
Action,2013,XOne,4,6.24
Action,2014,3DS,26,3.67
Action,2014,PC,16,2.5300000000000002
Action,2014,PS3,29,11.71
Action,2014,PS4,31,43.56
Action,2014,PSP,3,0.08
Action,2014,PSV,22,2.74
Action,2014,Wii,3,1
Action,2014,WiiU,18,5.83
Action,2014,X360,19,9.06
Action,2014,XOne,21,17.12
Action,2015,3DS,39,13.3
Action,2015,PC,16,2.27
Action,2015,PS3,35,5.37
Action,2015,PS4,52,33.24
Action,2015,PSP,3,0.12
Action,2015,PSV,54,2.85
Action,2015,Wii,3,0.19
Action,2015,WiiU,11,2.37
Action,2015,X360,13,2.81
Action,2015,XOne,27,9.52
Action,2016,3DS,22,5.15
Action,2016,PC,7,0.55
Action,2016,PS3,13,1
Action,2016,PS4,59,14.91
Action,2016,PSV,35,1.87
Action,2016,WiiU,6,1.8
Action,2016,X360,3,0.48
Action,2016,XOne,33,4.47
Action,2017,PSV,1,0.01
Action,NA,2600,6,2.95
Action,NA,3DS,1,0.4
Action,NA,DS,7,1.29
Action,NA,GBA,5,1.5
Action,NA,GC,3,0.59
Action,NA,N64,1,0.14
Action,NA,PC,4,0.83
Action,NA,PS,3,1.31
Action,NA,PS2,3,0.33
Action,NA,PS3,7,3.7199999999999998
Action,NA,PSP,5,2
Action,NA,Wii,8,7.8
Action,NA,X360,6,2.96
Action,NA,XB,3,1.8199999999999998
Adventure,1983,2600,1,0.4
Adventure,1987,NES,1,4.38
Adventure,1991,GB,1,1.76
Adventure,1991,SNES,1,0.48
Adventure,1992,GB,1,11.18
Adventure,1992,GEN,1,0.12
Adventure,1992,PC,1,0.78
Adventure,1992,SNES,1,0.16
Adventure,1993,GEN,1,0.07
Adventure,1994,PC,1,2.81
Adventure,1994,PS,1,0.06
Adventure,1994,SAT,1,0.06
Adventure,1994,SNES,1,0.81
Adventure,1995,3DO,1,0.06
Adventure,1995,PS,6,0.27
Adventure,1995,SAT,4,0.2
Adventure,1995,SNES,1,0.05
Adventure,1995,TG16,1,0.14
Adventure,1996,PS,9,2.17
Adventure,1996,SAT,8,2.02
Adventure,1997,N64,1,0.15
Adventure,1997,PC,1,2.43
Adventure,1997,PS,8,1.88
Adventure,1997,SAT,4,0.5
Adventure,1998,DC,1,0.06
Adventure,1998,GB,1,2.22
Adventure,1998,PS,12,5.39
Adventure,1998,SAT,9,1.3800000000000001
Adventure,1999,DC,2,1.28
Adventure,1999,N64,3,0.30000000000000004
Adventure,1999,PC,1,0.02
Adventure,1999,PS,13,6
Adventure,2e3,DC,4,0.35
Adventure,2e3,GB,1,0.14
Adventure,2e3,PS,9,2.34
Adventure,2e3,PS2,2,0.15
Adventure,2001,DC,2,0.48
Adventure,2001,GB,1,1.86
Adventure,2001,GBA,5,2.8499999999999996
Adventure,2001,GC,1,0.26
Adventure,2001,PS,7,2.57
Adventure,2001,PS2,5,1.1
Adventure,2002,DC,1,0.29
Adventure,2002,GBA,5,0.84
Adventure,2002,GC,6,2.93
Adventure,2002,PS,2,0.09000000000000001
Adventure,2002,PS2,22,6.04
Adventure,2002,XB,6,0.86
Adventure,2003,GBA,1,0.37
Adventure,2003,GC,2,0.45
Adventure,2003,PC,2,0.04
Adventure,2003,PS2,5,1.16
Adventure,2003,XB,2,0.12000000000000001
Adventure,2004,DS,1,0.06
Adventure,2004,GBA,16,6.22
Adventure,2004,GC,2,0.16
Adventure,2004,PC,1,0.02
Adventure,2004,PS2,12,1.6800000000000002
Adventure,2004,XB,6,0.55
Adventure,2005,DS,4,1.37
Adventure,2005,GBA,7,1.22
Adventure,2005,GC,6,1.28
Adventure,2005,PC,1,0.02
Adventure,2005,PS2,10,1.97
Adventure,2005,PSP,3,1.09
Adventure,2005,XB,11,1.49
Adventure,2006,DS,14,3.67
Adventure,2006,GBA,2,0.5599999999999999
Adventure,2006,GC,3,0.85
Adventure,2006,PC,1,0.04
Adventure,2006,PS2,38,4.15
Adventure,2006,PSP,11,1.78
Adventure,2006,Wii,1,0.28
Adventure,2006,XB,1,0.04
Adventure,2007,DS,32,6.97
Adventure,2007,GBA,1,0.23
Adventure,2007,PS2,30,1.99
Adventure,2007,PS3,3,4.94
Adventure,2007,PSP,3,0.19
Adventure,2007,Wii,12,4.140000000000001
Adventure,2007,X360,2,5.64
Adventure,2008,DC,1,0.04
Adventure,2008,DS,74,15.33
Adventure,2008,PC,8,1.06
Adventure,2008,PS2,41,1.87
Adventure,2008,PS3,5,0.94
Adventure,2008,PSP,10,0.37
Adventure,2008,Wii,24,4.34
Adventure,2008,X360,3,0.76
Adventure,2009,DS,51,10.73
Adventure,2009,PC,15,0.8
Adventure,2009,PS2,16,0.6900000000000001
Adventure,2009,PS3,3,0.35000000000000003
Adventure,2009,PSP,22,1.16
Adventure,2009,Wii,25,5.61
Adventure,2009,X360,8,0.86
Adventure,2010,DS,43,6.48
Adventure,2010,PC,4,0.23
Adventure,2010,PS2,13,0.33
Adventure,2010,PS3,6,3.63
Adventure,2010,PSP,64,2.17
Adventure,2010,Wii,15,2.68
Adventure,2010,X360,8,0.48000000000000004
Adventure,2011,3DS,4,0.53
Adventure,2011,DS,14,1.09
Adventure,2011,PC,12,0.92
Adventure,2011,PS2,2,0.03
Adventure,2011,PS3,13,6.33
Adventure,2011,PSP,48,2.25
Adventure,2011,PSV,1,0.05
Adventure,2011,Wii,3,0.5
Adventure,2011,X360,11,3.91
Adventure,2012,3DS,6,0.97
Adventure,2012,DS,2,0.03
Adventure,2012,PC,6,0.36
Adventure,2012,PS3,13,1.78
Adventure,2012,PSP,19,0.9600000000000001
Adventure,2012,PSV,6,0.34
Adventure,2012,Wii,1,0.01
Adventure,2012,X360,4,1.3499999999999999
Adventure,2013,3DS,6,1.75
Adventure,2013,DS,1,0.03
Adventure,2013,PC,3,0.13
Adventure,2013,PS3,8,2.32
Adventure,2013,PSP,29,0.66
Adventure,2013,PSV,12,1.16
Adventure,2013,X360,1,0.02
Adventure,2014,3DS,12,0.89
Adventure,2014,PC,1,0.05
Adventure,2014,PS3,12,0.93
Adventure,2014,PS4,4,1.19
Adventure,2014,PSP,4,0.05
Adventure,2014,PSV,28,1.06
Adventure,2014,Wii,1,0.18
Adventure,2014,WiiU,2,0.15000000000000002
Adventure,2014,X360,6,0.64
Adventure,2014,XOne,5,0.47000000000000003
Adventure,2015,3DS,4,0.18
Adventure,2015,PC,2,0.12
Adventure,2015,PS3,7,0.86
Adventure,2015,PS4,10,2.98
Adventure,2015,PSV,21,0.71
Adventure,2015,X360,4,1.25
Adventure,2015,XOne,6,2.05
Adventure,2016,3DS,5,0.5
Adventure,2016,PC,5,0.21
Adventure,2016,PS3,2,0.16999999999999998
Adventure,2016,PS4,14,2.22
Adventure,2016,PSV,25,0.52
Adventure,2016,WiiU,1,0.01
Adventure,2016,X360,1,0.03
Adventure,2016,XOne,3,0.17
Adventure,NA,2600,1,1.3
Adventure,NA,3DS,1,0.08
Adventure,NA,DS,2,0.13999999999999999
Adventure,NA,GBA,1,2.39
Adventure,NA,PS,2,0.2
Adventure,NA,PS3,2,0.03
Adventure,NA,Wii,1,0.09
Fighting,1980,2600,1,0.77
Fighting,1985,NES,1,1.05
Fighting,1987,NES,2,5.42
Fighting,1991,SNES,1,0.39
Fighting,1992,GEN,2,4.33
Fighting,1992,NES,1,0.07
Fighting,1992,SNES,4,10.85
Fighting,1993,GEN,1,0.15
Fighting,1993,NG,2,0.21000000000000002
Fighting,1993,SNES,8,8.39
Fighting,1994,GEN,2,1.4200000000000002
Fighting,1994,NG,4,0.8
Fighting,1994,PC,1,0.02
Fighting,1994,PS,2,1.3800000000000001
Fighting,1994,SAT,5,1.4000000000000001
Fighting,1994,SNES,8,3.46
Fighting,1995,NG,3,0.31
Fighting,1995,PS,12,6.45
Fighting,1995,SAT,11,4.4
Fighting,1995,SNES,3,3.6900000000000004
Fighting,1996,N64,2,1.7799999999999998
Fighting,1996,NG,2,0.1
Fighting,1996,PS,17,14.32
Fighting,1996,SAT,8,1.69
Fighting,1996,SNES,1,0.17
Fighting,1997,N64,8,3.08
Fighting,1997,PS,16,8.03
Fighting,1997,SAT,4,0.65
Fighting,1998,DC,2,0.51
Fighting,1998,N64,7,4.92
Fighting,1998,PS,29,25.85
Fighting,1998,SAT,3,0.38
Fighting,1999,DC,3,0.54
Fighting,1999,N64,7,9.79
Fighting,1999,PS,14,3.93
Fighting,2e3,DC,5,0.61
Fighting,2e3,N64,5,2.51
Fighting,2e3,PS,11,9.22
Fighting,2e3,PS2,8,7.88
Fighting,2001,DC,2,0.16999999999999998
Fighting,2001,GBA,4,1.04
Fighting,2001,GC,1,7.07
Fighting,2001,PS,4,2.7399999999999998
Fighting,2001,PS2,6,5.33
Fighting,2001,XB,1,1.77
Fighting,2002,GBA,11,1.11
Fighting,2002,GC,13,2.9299999999999997
Fighting,2002,PS,3,0.76
Fighting,2002,PS2,17,17.48
Fighting,2002,XB,10,2.74
Fighting,2003,GBA,5,1.34
Fighting,2003,GC,10,5.0200000000000005
Fighting,2003,PS2,19,14.62
Fighting,2003,XB,10,2.75
Fighting,2004,GBA,3,0.72
Fighting,2004,GC,5,1.42
Fighting,2004,PS2,18,10.97
Fighting,2004,PSP,1,0.15
Fighting,2004,XB,12,3.52
Fighting,2005,DS,4,1.35
Fighting,2005,GC,11,1.86
Fighting,2005,PS2,15,13.34
Fighting,2005,PSP,4,1.01
Fighting,2005,X360,1,0.47
Fighting,2005,XB,8,1.68
Fighting,2006,DS,7,2.03
Fighting,2006,GC,2,0.13
Fighting,2006,PS2,22,7.8500000000000005
Fighting,2006,PS3,1,1.67
Fighting,2006,PSP,13,7.5600000000000005
Fighting,2006,Wii,2,0.6000000000000001
Fighting,2006,X360,5,2.21
Fighting,2006,XB,3,0.37
Fighting,2007,DS,10,0.88
Fighting,2007,PS2,18,6.72
Fighting,2007,PS3,2,2.41
Fighting,2007,PSP,6,1.8699999999999999
Fighting,2007,Wii,12,3.9
Fighting,2007,X360,2,1.71
Fighting,2008,DS,4,0.66
Fighting,2008,PS2,13,2.69
Fighting,2008,PS3,7,6.89
Fighting,2008,PSP,12,4.12
Fighting,2008,Wii,13,15.03
Fighting,2008,X360,7,5.65
Fighting,2009,DS,5,1.21
Fighting,2009,PS2,7,1.81
Fighting,2009,PS3,9,13.4
Fighting,2009,PSP,16,3.23
Fighting,2009,Wii,6,2.04
Fighting,2009,X360,10,10.19
Fighting,2010,DS,4,0.54
Fighting,2010,PC,1,0.01
Fighting,2010,PS2,2,0.39
Fighting,2010,PS3,8,6
Fighting,2010,PSP,10,1.64
Fighting,2010,Wii,5,1.1500000000000001
Fighting,2010,X360,10,4.99
Fighting,2011,3DS,5,2.1
Fighting,2011,DS,2,0.43999999999999995
Fighting,2011,PS2,1,0.11
Fighting,2011,PS3,16,9.75
Fighting,2011,PSP,7,1.79
Fighting,2011,PSV,2,0.39999999999999997
Fighting,2011,Wii,3,0.61
Fighting,2011,X360,14,7.17
Fighting,2012,3DS,2,0.26
Fighting,2012,PC,1,0.02
Fighting,2012,PS3,9,4.9799999999999995
Fighting,2012,PSP,3,0.34
Fighting,2012,PSV,4,1.03
Fighting,2012,WiiU,1,0.18
Fighting,2012,X360,9,2.39
Fighting,2013,3DS,2,0.11
Fighting,2013,PS3,7,3.13
Fighting,2013,PS4,1,0.91
Fighting,2013,PSP,1,0.02
Fighting,2013,PSV,3,0.51
Fighting,2013,WiiU,2,0.21
Fighting,2013,X360,2,1.89
Fighting,2013,XOne,2,0.26
Fighting,2014,3DS,2,7.67
Fighting,2014,PS3,10,2.14
Fighting,2014,PS4,1,0.16
Fighting,2014,PSV,5,0.56
Fighting,2014,WiiU,1,4.87
Fighting,2014,X360,4,0.43
Fighting,2015,3DS,2,0.4
Fighting,2015,PC,1,0.05
Fighting,2015,PS3,5,0.58
Fighting,2015,PS4,9,4.86
Fighting,2015,X360,1,0.24
Fighting,2015,XOne,3,1.7899999999999998
Fighting,2016,3DS,1,0.03
Fighting,2016,PC,1,0.06
Fighting,2016,PS3,2,0.13
Fighting,2016,PS4,7,2.7199999999999998
Fighting,2016,PSV,2,0.13
Fighting,2016,WiiU,1,1.01
Fighting,2016,XOne,2,0.36
Fighting,NA,2600,1,0.47
Fighting,NA,PC,1,0.13
Fighting,NA,PS2,4,3.41
Fighting,NA,PSP,1,0.09
Fighting,NA,Wii,1,0.03
Fighting,NA,XB,4,0.72
Misc,1980,2600,4,2.71
Misc,1982,2600,1,0.87
Misc,1983,NES,1,2.14
Misc,1984,NES,1,1.45
Misc,1989,GB,1,1.28
Misc,1991,SNES,1,0.08
Misc,1992,GB,1,2.19
Misc,1992,SNES,1,2.75
Misc,1993,SNES,3,0.3
Misc,1994,GEN,1,0.03
Misc,1994,PC,1,2.39
Misc,1994,SCD,2,0.1
Misc,1994,SNES,2,0.33999999999999997
Misc,1995,GB,1,0.3
Misc,1995,PC,1,0.02
Misc,1995,PS,4,4.31
Misc,1995,SAT,11,0.91
Misc,1995,SNES,5,0.86
Misc,1996,N64,2,0.18
Misc,1996,PS,14,9.76
Misc,1996,SAT,2,0.05
Misc,1996,SNES,5,0.6900000000000001
Misc,1997,GB,2,2.2199999999999998
Misc,1997,N64,2,0.47
Misc,1997,PS,6,2.76
Misc,1997,SAT,2,0.24
Misc,1998,N64,4,2.95
Misc,1998,PS,18,8.99
Misc,1999,GB,2,6.529999999999999
Misc,1999,N64,8,5.4399999999999995
Misc,1999,PC,1,1.94
Misc,1999,PS,14,6.74
Misc,2e3,GB,1,0.83
Misc,2e3,N64,2,2.15
Misc,2e3,PC,1,2.99
Misc,2e3,PS,15,9.530000000000001
Misc,2e3,PS2,1,0.04
Misc,2001,GBA,6,5.930000000000001
Misc,2001,GC,1,0.1
Misc,2001,PS,3,1.18
Misc,2001,PS2,14,7.7299999999999995
Misc,2001,XB,2,1.46
Misc,2002,GBA,13,3.56
Misc,2002,GC,9,5.85
Misc,2002,PS2,17,5.36
Misc,2002,XB,6,0.9
Misc,2003,GBA,12,3.89
Misc,2003,GC,8,4.59
Misc,2003,PS,2,1.63
Misc,2003,PS2,25,12.48
Misc,2003,XB,6,1.23
Misc,2004,DS,3,0.34
Misc,2004,GBA,34,11.15
Misc,2004,GC,5,2.46
Misc,2004,PS2,22,13.05
Misc,2004,PSP,4,0.74
Misc,2004,XB,17,3.58
Misc,2005,DS,18,28.75
Misc,2005,GBA,38,9.88
Misc,2005,GC,10,3.21
Misc,2005,PS2,28,15.37
Misc,2005,PSP,8,2.4
Misc,2005,XB,13,1.47
Misc,2006,DS,37,17.28
Misc,2006,GBA,4,0.6
Misc,2006,GC,2,0.24
Misc,2006,PC,2,0.02
Misc,2006,PS2,24,13.55
Misc,2006,PS3,2,0.04
Misc,2006,PSP,25,1.96
Misc,2006,Wii,8,33.07
Misc,2006,X360,3,0.28
Misc,2006,XB,1,0.03
Misc,2007,DS,70,30.3
Misc,2007,GBA,3,1.24
Misc,2007,PC,1,0.02
Misc,2007,PS2,32,15.360000000000001
Misc,2007,PS3,5,3.8800000000000003
Misc,2007,PSP,8,1.46
Misc,2007,Wii,25,31.36
Misc,2007,X360,7,7.9
Misc,2008,DS,92,27.3
Misc,2008,PC,2,0.04
Misc,2008,PS2,32,10.040000000000001
Misc,2008,PS3,15,8.88
Misc,2008,PSP,10,1.75
Misc,2008,Wii,44,27.5
Misc,2008,X360,17,10.540000000000001
Misc,2009,DS,60,13.53
Misc,2009,PC,2,0.07
Misc,2009,PS2,20,5.640000000000001
Misc,2009,PS3,28,11.66
Misc,2009,PSP,9,1.27
Misc,2009,Wii,65,33.85
Misc,2009,X360,22,9.78
Misc,2010,DS,70,11
Misc,2010,PC,4,0.16
Misc,2010,PS2,3,0.07
Misc,2010,PS3,24,6.39
Misc,2010,PSP,16,1.9
Misc,2010,Wii,65,45.19
Misc,2010,X360,19,30.49
Misc,2011,3DS,13,1.55
Misc,2011,DS,35,6.66
Misc,2011,PC,2,0.04
Misc,2011,PS3,26,5.23
Misc,2011,PSP,14,1.76
Misc,2011,PSV,2,0.11
Misc,2011,Wii,50,23.99
Misc,2011,X360,41,15.110000000000001
Misc,2012,3DS,9,2.35
Misc,2012,DS,1,0.4
Misc,2012,PC,1,0.02
Misc,2012,PS3,4,0.52
Misc,2012,PSP,2,0.24
Misc,2012,PSV,3,0.47000000000000003
Misc,2012,Wii,8,10.79
Misc,2012,WiiU,4,5.09
Misc,2012,X360,5,2.33
Misc,2013,3DS,12,3.26
Misc,2013,DS,1,0.07
Misc,2013,PC,1,0.65
Misc,2013,PS3,4,1.67
Misc,2013,PS4,1,0.41
Misc,2013,PSP,6,0.15
Misc,2013,PSV,2,0.42000000000000004
Misc,2013,Wii,4,3.9299999999999997
Misc,2013,WiiU,5,2.8
Misc,2013,X360,4,11.23
Misc,2013,XOne,2,0.69
Misc,2014,3DS,5,1.08
Misc,2014,PC,1,0.02
Misc,2014,PS3,5,5.9799999999999995
Misc,2014,PS4,5,5.550000000000001
Misc,2014,PSP,2,0.02
Misc,2014,PSV,9,2.66
Misc,2014,Wii,1,2.01
Misc,2014,WiiU,4,0.96
Misc,2014,X360,2,0.6699999999999999
Misc,2014,XOne,8,4.3999999999999995
Misc,2015,3DS,10,2.25
Misc,2015,PC,2,0.04
Misc,2015,PS3,3,0.48000000000000004
Misc,2015,PS4,4,1.63
Misc,2015,PSV,5,0.55
Misc,2015,Wii,1,0.95
Misc,2015,WiiU,7,2.85
Misc,2015,X360,2,0.55
Misc,2015,XOne,5,2.2600000000000002
Misc,2016,3DS,5,0.49
Misc,2016,PS3,6,0.22
